,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1-Jul,1130,,,,66,1690,606,1200,59,777,1570,1680,1310,655,295,55,1620,1350,1530,935,1100,62,1630,1760,740,1670,314,524,436,1265,720,999,175,1572,1792,699,835,740,1409,622,1006,557,432,125,1289,1012,644,668,1011,97,600,547,369,549,233,555,548,60,
2-Jul,1610,,,,1680,740,1050,1460,58,65,1650,1360,1410,63,102,1390,1670,1250,1320,343,70,1280,2740,1020,1143,697,36,352,353,904,641,865,1234,1446,1285,674,656,740,1012,681,992,433,123,427,1175,1410,650,708,778,559,546,542,319,751,923,1018,550,60,
3-Jul,1110,,,,807,1710,224,61,187,1680,1160,1580,1250,59,55,1060,1470,1310,604,63,506,860,1960,1020,626,639,24,523,429,674,649,1350,819,1527,637,679,454,1284,995,910,432,433,465,432,704,1149,867,225,865,608,545,547,520,294,804,1226,549,60,
4-Jul,340,,,,270,75,64,60,71,65,60,1090,48,60,53,44,1420,70,180,820,72,406,88,835,276,929,24,311,329,321,598,913,627,1083,636,748,454,1277,903,967,432,505,432,432,764,1349,850,540,798,629,553,755,60,497,863,1723,548,60,
5-Jul,114,,,,793,1480,64,58,1050,1090,1550,1420,44,193,945,715,1510,567,255,1460,1290,1110,1150,251,743,1442,327,395,365,379,690,2626,1006,681,628,738,514,1126,573,995,125,900,1412,740,432,1590,1396,720,528,576,704,230,324,499,722,1642,724,60,
6-Jul,70,,,,914,548,988,152,671,844,770,197,750,583,966,444,1580,63,514,1760,1230,1160,378,1570,1540,1747,24,175,499,1478,678,2625,501,1607,1348,703,952,1114,526,1026,1493,1026,870,432,432,1681,1043,538,708,568,228,546,324,499,828,1726,235,60,
7-Jul,1340,,,,59,149,391,600,667,62,63,958,1010,1270,1090,1160,1230,1170,305,1800,1170,480,1510,1980,1810,1714,24,293,814,1183,649,2675,513,1560,1320,914,942,1078,238,1010,2016,445,1193,678,371,1570,1165,541,422,993,546,551,322,517,852,1721,549,60,
8-Jul,1080,,,,59,1290,146,276,1070,59,1520,1170,1260,1150,714,60,1850,1270,976,1390,1320,50,2640,1850,1799,1654,327,448,619,1366,667,2760,499,1551,1386,872,942,1655,893,931,1455,743,476,740,555,1451,1142,536,837,433,549,547,324,499,318,1737,538,60,
9-Jul,1350,,,,1350,742,1210,638,1310,59,1840,1030,1400,1140,60,1290,1540,1690,569,1440,67,1100,2850,1500,1782,1246,24,590,642,1325,578,2719,1129,970,1401,883,942,1655,934,1027,1459,849,820,858,621,1425,845,727,846,1000,607,556,368,681,782,1751,550,60,
10-Jul,1880,,,,1200,391,66,566,66,240,1860,1310,1110,1210,1040,1490,1710,1780,650,1170,971,1090,2860,1810,912,1013,24,602,581,1366,685,2280,861,871,1401,788,942,1863,573,1001,1369,527,1443,1142,463,1130,804,311,1007,650,729,525,565,238,661,1406,552,60,
11-Jul,450,,,,1080,180,62,118,1690,62,1740,767,714,91,1170,1340,1860,1130,646,1600,83,1320,2000,1060,817,1538,24,653,542,645,566,1822,1041,946,1099,793,935,1846,997,1026,648,493,1270,957,494,1585,222,535,451,562,660,755,60,525,586,1228,555,60,
12-Jul,1330,,,,1180,536,61,1260,1790,295,1710,1160,133,1140,1350,1450,2770,1280,1570,1430,162,1330,1880,1090,1742,1693,24,1443,352,495,626,2168,649,1078,1137,952,1210,1829,670,967,661,495,1219,1033,494,1667,729,712,63,629,693,229,342,556,552,1802,738,60,
13-Jul,922,,,,1880,1010,60,327,1750,63,676,61,1730,1360,1300,918,2220,74,1430,2020,958,1660,1420,1910,1810,1901,24,233,412,1385,649,1991,400,395,1933,874,1198,1887,562,993,1464,432,713,965,432,1629,868,524,1268,631,447,546,315,535,548,1723,235,60,
14-Jul,1080,,,,606,69,148,577,79,63,63,1580,1860,1330,1440,647,860,1860,1510,1850,985,1380,1750,1850,234,2097,272,293,596,1444,658,1870,605,395,1902,894,914,1875,215,1160,1565,427,661,431,125,1561,804,545,797,553,680,571,296,529,735,1724,549,60,
15-Jul,1990,,,,63,1590,590,514,137,63,1640,1720,2690,1180,1250,56,1820,1580,1760,1670,67,65,2150,1880,1622,1962,293,1274,601,1438,609,909,649,919,1202,880,522,1618,1018,1147,1589,432,432,125,494,1622,537,532,1313,123,736,544,294,493,296,1722,552,60,
16-Jul,1970,,,,1220,1260,1340,1040,66,63,1700,1730,2970,96,64,1570,1540,2000,1470,315,64,1540,2040,1800,1817,1767,106,590,654,1331,577,910,596,957,1931,889,514,1661,1181,1480,1589,555,125,1010,792,1532,722,731,222,637,794,541,327,691,547,1726,550,187,
17-Jul,1980,,,,1560,1340,1750,212,62,64,1730,1710,1930,363,1250,1220,1330,1650,752,331,1070,1590,2040,1710,1100,1375,123,513,662,1367,625,1815,561,1024,1946,1165,168,1659,916,1538,1591,555,588,1058,721,1270,804,251,653,484,938,539,571,233,538,1579,550,112,
18-Jul,2230,,,,1040,941,76,58,81,64,1690,1660,985,60,1450,1120,1430,1470,563,1240,1260,1380,2270,1770,685,1808,168,566,523,656,655,1834,736,952,454,1205,1001,1638,1137,1002,939,569,747,1102,812,1368,221,537,1000,566,996,756,60,504,549,1705,551,60,
19-Jul,1720,,,,1050,1530,62,329,59,151,969,1630,49,1020,1600,1090,2060,1080,1650,1150,1670,1320,1600,955,1796,1575,164,1746,378,1129,471,1663,855,987,454,822,893,1645,1148,1047,1053,1034,407,1023,769,1077,533,533,943,431,954,228,310,493,547,1775,742,60,
20-Jul,1680,,,,1030,1000,749,393,265,64,1500,67,1270,665,1730,1540,1340,67,1450,961,1600,1460,1060,1680,1832,1897,162,1418,412,1349,437,1641,946,529,1376,1081,942,1656,573,989,1593,968,427,1002,469,1114,511,522,890,495,226,540,335,497,546,1560,234,314,
21-Jul,1360,,,,170,64,1480,301,221,95,65,1550,57,1080,1880,1050,1330,1380,1490,929,1570,55,1390,1550,1747,1465,166,1473,631,1410,412,1578,839,454,1357,1066,928,1594,573,1498,1524,988,407,432,125,1400,533,538,359,668,540,542,321,500,734,1666,549,645,
22-Jul,816,,,,183,892,1360,237,1290,63,1860,1660,44,494,1890,1020,1610,1130,1500,480,1490,1130,1220,1560,1092,2080,175,1746,565,1378,412,939,613,1327,1386,1108,942,899,1799,1456,1484,968,432,279,858,1123,470,537,719,60,573,545,324,495,238,1690,548,380,
23-Jul,678,,,,1690,1050,1220,297,59,64,1780,909,197,473,1160,1380,1300,1460,1910,61,66,1860,1280,546,1207,1863,175,1746,694,1423,471,654,381,1406,1345,1108,620,888,1812,1379,1559,928,125,1023,688,880,525,765,196,375,548,543,295,734,561,1677,553,374,
24-Jul,1410,,,,1110,338,1330,616,58,1190,1830,62,0,53,1170,1130,1420,1580,2590,173,1140,1930,1450,600,476,1338,441,1817,1077,1417,471,1720,791,1032,1386,704,508,1286,1846,1489,1236,700,432,1041,460,868,841,345,839,376,537,540,541,226,575,1616,551,379,
25-Jul,639,,,,604,1490,65,177,873,632,1790,57,36,53,1660,1440,1320,1390,1450,1120,1180,2120,1450,308,442,1809,630,624,1087,1326,471,1861,702,785,454,681,840,1289,1846,1550,732,705,432,1079,451,840,229,590,910,438,518,757,60,505,552,1678,545,355,
26-Jul,1230,,,,1220,1310,62,1210,1740,879,1810,57,30,528,1430,1380,1430,1060,1810,731,448,2080,1040,278,1013,1870,772,535,506,834,486,1809,1027,816,454,948,840,1333,1846,1228,671,1346,711,1065,489,806,855,536,944,376,731,668,322,498,549,1693,721,60,
27-Jul,1450,,,,1160,1700,698,1350,73,689,1430,57,950,694,1420,927,1250,725,1690,894,909,2330,705,1730,1207,2072,56,353,363,1071,531,1836,1066,464,1386,948,840,1440,549,1053,1749,1339,858,1065,462,806,540,535,921,364,228,792,317,492,549,901,232,381,
28-Jul,1880,,,,63,66,224,1290,1390,1600,68,1510,2180,878,1170,1040,1240,1400,1390,316,864,2130,1300,1650,1164,2072,175,313,631,1162,566,1734,1092,454,1394,948,806,1416,526,1481,1835,1331,1093,488,125,1149,536,530,873,600,547,754,319,475,737,843,547,378,
29-Jul,1410,,,,63,764,184,517,236,698,1620,896,1950,409,972,142,1580,1540,1520,409,276,2190,1370,1290,1142,2238,175,798,562,999,471,1063,370,964,1399,948,713,816,668,1221,1912,1325,1378,125,441,1173,520,533,694,161,546,780,319,535,329,1207,551,379,
30-Jul,1400,,,,1100,1170,541,1140,175,64,1840,1570,1980,951,59,1200,1290,1410,699,833,69,1870,1690,60,1129,1883,625,847,658,1628,435,977,1200,454,1401,948,514,836,641,1278,1883,1323,125,125,318,1067,533,726,227,439,539,801,323,710,543,1264,570,60,
31-Jul,990,,,,1160,1330,1130,69,63,1340,1710,1430,1770,257,872,1230,378,1070,403,112,1520,2130,1360,727,245,1297,600,1045,607,1447,548,1882,1175,395,1414,916,120,1671,652,1288,1850,864,1877,1504,469,898,737,341,791,595,540,545,548,237,554,1411,554,60,
1-Aug,1290,,,,992,1770,769,79,1700,1440,1730,1520,1890,59,1020,922,1600,1060,62,160,1630,1560,1520,216,415,1941,649,1194,629,793,412,1789,1175,699,466,948,573,1678,632,1326,450,877,1932,494,395,942,278,740,740,699,525,754,60,862,554,1384,552,60,
2-Aug,988,,,,972,1730,1200,591,1890,682,1730,496,1200,855,968,1390,2770,706,234,53,1570,1480,754,244,1664,2203,559,1077,412,899,471,1633,1183,1013,454,1780,498,1266,691,774,309,1078,1444,942,1059,619,733,686,746,685,744,227,300,494,552,1300,734,60,
3-Aug,498,,,,1960,946,1780,1140,1980,1290,1360,60,1950,730,1060,51,1820,84,806,53,1620,1420,133,706,1955,2194,649,268,440,1124,471,1518,1104,764,925,1606,573,1273,621,632,1016,1008,1249,1288,854,792,566,680,802,837,231,543,293,520,555,1163,296,60,
4-Aug,1380,,,,1580,412,1640,1130,2230,975,112,1410,1830,202,1220,42,999,1570,1050,82,1150,1440,844,586,1984,2138,258,268,675,1126,471,1639,398,747,976,1600,573,1300,186,1232,1091,1097,1494,432,904,1033,543,727,850,733,547,539,296,577,736,977,468,60,
5-Aug,2290,,,,650,1290,251,1060,2030,225,1720,1440,2100,200,844,42,641,1150,1400,72,148,1360,807,1380,1905,2134,187,862,590,758,471,548,56,877,964,1608,570,851,642,1307,1091,1139,1407,371,1042,1052,604,610,729,313,543,544,297,584,235,976,500,60,
6-Aug,886,,,,1470,1510,1470,1360,1050,64,1830,1450,2000,56,61,837,1490,1030,1100,47,65,1780,1330,716,1765,1986,1015,820,571,809,412,519,1258,889,966,1600,514,878,800,1327,1091,1108,1065,1110,846,1094,544,726,227,587,542,543,378,708,778,987,448,61,
7-Aug,899,,,,1070,1330,1750,1140,63,361,1870,1560,1960,56,936,667,1360,167,713,45,1460,1690,1540,387,127,1414,874,1681,915,893,353,1158,936,1415,1008,786,512,853,725,1327,1066,678,2141,1110,542,1033,792,226,1130,590,541,541,533,234,951,1080,467,578,
8-Aug,532,,,,448,1130,1590,61,1900,473,1810,1820,645,56,1220,1250,1470,486,548,295,1310,1980,1600,214,56,2095,1054,1659,920,795,412,405,887,1458,466,570,900,946,725,927,292,678,1928,1082,577,1090,290,1028,1106,591,534,818,60,1093,1150,1044,451,561,
9-Aug,950,,,,1580,925,345,992,979,403,1890,1960,57,300,1070,1160,1410,130,393,305,1500,1760,1470,154,1349,2208,1054,1688,590,718,412,584,879,1473,710,1016,681,1223,751,666,244,735,889,1153,457,855,989,719,1012,586,721,230,417,1172,814,776,615,373,
10-Aug,758,,,,1440,140,1510,1730,960,414,1210,100,1390,350,892,1140,1280,61,1290,522,1470,2060,1370,682,1369,2268,1013,1174,412,759,412,115,803,637,1315,1008,692,1047,662,621,1501,708,1335,1229,456,902,505,535,1038,650,224,783,316,1193,569,810,194,1539,
11-Aug,1070,,,,520,83,79,1750,843,421,79,1110,109,530,1170,120,902,1560,1550,356,1510,1820,1720,672,1261,2251,274,1212,783,788,471,1059,381,454,1008,1108,681,908,649,715,1127,805,908,555,628,1147,500,527,1071,552,537,809,316,1346,736,433,769,1670,
12-Aug,598,,,,324,1410,569,1730,897,75,1680,1080,1250,410,646,39,1740,1910,1790,268,998,1330,1480,1430,1432,1733,175,1058,749,716,471,839,56,838,973,1108,1001,562,1221,1092,1138,800,743,543,786,1194,514,795,741,60,537,753,325,1199,235,1223,637,1769,
13-Aug,1620,,,,1370,704,64,1680,58,55,1690,1460,790,430,628,192,2160,1790,1410,308,66,1390,598,1650,1250,172,1023,999,765,1073,471,795,1366,942,1005,1066,573,454,1241,1071,1187,762,849,405,808,1072,648,714,286,515,539,750,340,686,940,1196,477,1429,
14-Aug,1520,,,,849,76,64,2020,58,1710,1790,1450,1410,56,1340,109,1730,1740,1330,357,1450,1160,671,1990,460,220,989,1419,763,994,471,1552,1003,814,1014,454,228,751,1290,1000,1187,614,1530,1314,822,912,822,222,969,646,539,753,510,317,932,1297,512,1318,
15-Aug,184,,,,1290,603,62,1800,862,869,1910,1380,1400,56,1280,689,1610,1900,700,1610,1550,1130,586,897,56,1911,1070,1476,661,617,512,1583,821,782,466,346,893,670,1298,1064,555,617,1471,1973,436,1320,223,830,1002,591,537,757,60,1029,1037,1400,450,1058,
16-Aug,76,,,,902,496,534,1930,945,1040,1740,62,61,450,1430,1157,1706,28,1330,764,1490,1420,21,149,1303,1810,957,966,602,640,412,1582,1117,814,429,429,893,740,1083,681,513,740,1407,2028,541,889,680,802,874,633,730,548,569,1126,841,1612,614,928,
17-Aug,244,,,,588,707,1480,1840,990,730,1540,60,908,380,1440,1440,26,43,1190,635,1590,1870,28,59,1273,2191,1011,353,649,808,471,1650,1115,622,915,482,1543,622,490,977,1075,740,1346,2011,407,909,845,800,889,557,222,1344,551,1123,738,1707,172,1060,
18-Aug,267,,,,66,414,2470,1930,966,1320,237,1050,1400,480,1830,768,14,354,1290,842,1710,1420,307,366,1285,2091,293,293,826,708,471,1668,589,454,480,429,2345,692,672,1296,955,740,781,967,125,1403,1440,785,744,549,578,1209,660,1181,742,1642,1148,622,
19-Aug,766,,,,196,893,1750,1750,99,471,1840,1510,1250,800,2020,48,911,1590,1530,462,1680,1010,824,55,1176,1900,168,950,756,471,471,753,629,884,454,417,2417,573,1505,1302,1056,820,741,1038,843,1469,1528,681,717,624,562,1173,359,1170,236,1062,880,503,
20-Aug,773,,,,1120,1320,1310,1860,19,60,1820,1490,1160,1184,1070,1230,2070,1610,1460,60,966,1660,1290,53,1155,1849,941,1024,738,530,471,829,1367,798,466,419,2440,454,1503,857,1056,751,871,1020,877,1305,1186,694,293,560,597,1188,294,734,1144,1037,683,544,
21-Aug,719,,,,1490,933,1600,1280,26,896,1850,1490,1120,38,1940,705,2040,1890,26,52,1680,1830,638,53,436,870,1730,1045,720,1463,471,1633,1419,803,454,448,2440,740,1522,886,1092,432,1914,1943,432,1471,783,346,1251,438,538,542,508,339,1205,1068,957,564,
22-Aug,1330,,,,1480,1470,61,85,1610,939,2030,1490,462,40,2170,619,1820,1680,26,318,1630,1870,646,53,56,1882,1778,989,761,19,412,1652,817,922,454,454,2440,740,1558,541,1186,371,1445,1440,684,1143,224,779,1122,501,526,758,60,1033,1260,997,931,721,
23-Aug,1270,,,,1520,792,98,1730,1530,1010,2320,59,59,56,2280,1030,1661,900,1063,64,1290,1660,43,53,845,2203,1779,980,590,19,352,1639,1442,926,454,454,2280,967,1580,573,777,432,958,1418,677,907,1105,561,1070,482,717,239,744,987,1228,1008,671,189,
24-Aug,897,,,,1550,925,1640,1760,861,1110,1770,56,380,37,1980,1540,32,1071,1620,463,1760,1730,36,664,927,2343,1826,649,590,999,335,1615,418,454,671,454,2440,967,608,356,1406,621,866,1130,621,912,1000,650,887,529,226,1169,395,1184,1210,890,342,999,
25-Aug,899,,,,976,688,433,1770,744,581,1790,1520,691,38,1860,1530,36,1680,1840,454,1450,1270,702,367,991,2291,1433,643,726,841,352,1546,1345,454,738,1356,2357,967,632,785,915,970,1298,1474,125,1257,957,611,822,562,668,1192,452,1127,739,237,1214,957,
26-Aug,269,,,,70,1060,1620,1820,841,61,2200,1380,623,63,1270,1530,1102,1660,1630,396,1610,59,561,721,967,2155,1177,1295,768,699,352,1161,1383,917,773,1437,2333,789,1321,1024,906,920,494,1242,529,1418,1052,874,731,578,542,1244,383,828,236,872,1055,1057,
27-Aug,334,,,,1950,1980,1460,1720,58,61,1950,1380,1600,63,59,1810,1520,1640,1380,57,65,1690,743,267,939,908,1558,1260,768,720,352,1242,1307,901,631,1458,1376,849,1317,1354,1029,896,125,1455,504,1192,1137,817,228,632,538,1216,341,731,1296,860,1124,936,
28-Aug,1230,,,,1880,1970,766,59,58,284,777,1350,1680,63,1310,2402,938,1430,15,55,1620,1700,580,556,56,185,1792,1207,644,619,352,1676,1541,874,776,725,1386,908,1392,1629,981,749,968,1635,607,1285,1024,228,1064,629,867,1135,549,228,1268,757,1364,985,
29-Aug,1530,,,,1880,598,695,57,833,541,867,1690,1400,63,1220,2716,744,1240,30,891,990,1930,243,127,115,1906,1984,1208,690,576,293,1417,976,912,465,672,1386,845,1344,1475,827,399,907,1553,507,1220,227,828,1100,587,817,1037,60,497,1282,782,1044,1045,
30-Aug,908,,,,1830,1290,448,1820,762,530,957,1300,930,186,1250,2644,748,1350,570,552,754,1750,55,229,989,1481,1797,1201,471,637,175,1634,1022,869,465,654,1386,967,1341,1133,677,845,839,1890,501,860,1454,531,843,651,935,446,996,491,1338,756,795,794,
31-Aug,1470,,,,816,228,653,1320,2020,666,58,89,1730,520,1280,1730,604,648,674,796,741,1240,275,674,924,1449,1863,1294,353,553,234,1568,1024,454,719,682,1219,967,681,287,738,828,870,2059,528,571,1803,630,848,676,229,1204,1020,492,1288,781,349,936,
1-Sep,850,,,,922,62,105,732,1380,60,58,56,1660,690,1210,1090,1120,1690,1460,433,867,1360,718,56,175,1145,1002,1177,543,643,234,1657,1091,454,697,654,1274,967,524,448,1016,890,632,514,125,836,1448,699,1024,625,558,1137,971,490,967,610,547,916,
2-Sep,900,,,,700,1270,454,1490,1370,59,58,1610,1460,690,56,49,923,1560,1040,228,7,53,647,51,1021,909,483,175,441,649,330,1218,1102,454,732,514,1148,799,573,1018,1016,938,432,125,531,1258,583,708,720,60,839,1084,898,538,238,963,238,873,
3-Sep,1160,,,,2040,2020,620,812,1790,58,480,580,1510,678,53,185,1140,1660,1470,415,29,1360,1320,50,815,313,530,661,411,658,261,622,742,454,677,614,681,797,1147,771,617,890,125,494,483,950,532,701,349,369,709,1174,894,745,555,193,518,705,
4-Sep,2460,,,,1720,1760,765,52,58,84,53,1210,1350,121,108,1120,1340,1640,1590,150,15,1780,680,583,655,175,1116,605,352,696,222,542,1025,817,682,454,681,799,1135,759,824,742,678,629,502,682,907,539,778,60,780,1085,608,230,674,229,524,925,
5-Sep,2270,,,,816,1590,824,51,58,1240,1120,1620,60,62,693,637,1320,1170,57,120,814,1660,674,873,459,158,847,666,340,590,224,1136,1278,383,465,168,681,800,120,713,740,684,764,845,521,936,860,719,400,60,743,1080,60,520,756,123,722,876,
6-Sep,2080,,,,1350,792,316,605,982,1130,94,1670,253,60,615,37,1700,96,416,591,882,1920,801,132,790,1557,1218,742,346,649,166,1126,1203,453,465,406,740,789,972,424,678,706,488,1051,529,672,615,136,826,190,666,973,301,227,716,60,610,853,
7-Sep,81,,,,1250,59,639,1650,619,823,28,587,1380,574,752,245,1130,234,1560,821,837,1860,632,117,1186,1842,1035,352,352,649,185,1060,1152,454,465,443,824,800,919,406,673,914,424,2024,537,398,225,597,347,190,464,673,60,225,825,150,356,859,
8-Sep,996,,,,69,56,643,1380,738,61,36,947,1720,719,773,37,61,1420,1460,951,686,1410,1260,63,1186,1690,293,595,412,792,156,902,1231,346,677,381,846,725,911,957,591,1043,125,1004,125,969,228,489,347,436,963,228,60,231,690,234,836,226,
9-Sep,864,,,,264,383,492,1650,685,59,599,1230,1540,850,1180,36,1480,1750,1650,1590,850,54,1130,581,1157,1592,270,897,412,276,166,718,784,287,647,406,1360,740,1328,821,740,1001,178,711,377,1025,2130,346,761,125,882,226,60,232,30,120,798,330,
10-Sep,456,,,,1990,134,525,844,798,57,56,57,235,780,56,337,1680,1080,243,914,1030,1700,557,698,903,784,1085,848,605,522,176,628,1177,388,698,357,794,740,1471,946,678,432,494,1980,125,893,1889,540,877,124,822,227,60,496,30,60,844,356,
11-Sep,90,,,,1830,1210,712,769,1080,1030,429,51,326,67,1170,623,1154,1020,250,61,766,1830,492,680,690,844,1793,872,115,234,185,1041,969,215,696,465,806,849,1156,946,678,432,1636,1498,125,559,1469,231,223,125,873,228,318,233,30,133,938,389,
12-Sep,553,,,,1530,1640,1030,59,285,976,326,50,1080,710,1200,280,1464,134,173,70,359,1760,587,53,56,2278,1556,838,98,234,275,1058,598,321,477,228,1160,984,1110,946,740,432,887,877,125,650,1429,518,224,142,776,543,60,420,30,264,925,548,
13-Sep,252,,,,2020,386,154,1110,63,1480,620,70,905,403,1590,43,1069,49,1870,48,937,1190,1190,203,547,2263,1468,412,56,293,298,762,470,713,513,179,1200,832,1292,406,432,702,783,955,125,727,1957,625,816,127,579,226,60,604,30,195,551,234,
14-Sep,422,,,,1270,207,96,1660,61,1300,71,134,1960,944,1620,143,315,47,1810,49,854,1257,814,589,1322,2111,1439,115,98,479,352,750,533,1117,622,228,1232,799,346,406,1503,702,715,732,588,757,2506,620,1730,112,224,226,60,297,30,181,363,234,
15-Sep,1310,,,,64,59,496,1210,61,802,52,164,2030,1120,1670,48,41,450,2050,48,695,21,873,1430,1667,2302,1172,56,98,596,293,633,56,1139,1346,120,1225,708,395,888,1714,552,594,125,200,1063,2502,628,826,372,778,422,60,314,351,60,761,234,
16-Sep,114,,,,136,88,1170,1650,61,58,431,131,2120,766,45,37,814,742,1030,672,819,41,638,670,1741,2349,1041,257,56,471,305,412,56,1161,1371,120,1220,179,911,884,1654,751,125,125,125,1017,2452,620,728,60,719,370,60,406,30,60,776,235,
17-Sep,821,,,,450,55,176,1650,61,57,505,89,1820,847,35,39,875,583,1070,861,667,1562,50,656,1669,1685,1199,881,115,525,322,400,400,1149,1398,120,434,168,1088,864,1381,371,125,754,195,980,1033,515,914,60,1015,415,60,493,139,60,596,235,
18-Sep,1510,,,,952,55,224,648,61,1090,503,75,2240,239,48,34,880,621,545,62,1000,1980,242,647,270,876,1082,1301,115,519,234,964,334,822,1379,400,423,862,1034,513,1413,612,125,1299,756,1038,1849,417,822,60,1095,416,336,229,291,125,235,236,
19-Sep,130,,,,287,55,1090,304,197,1350,50,98,1620,61,41,34,1139,829,505,851,1000,1900,973,160,56,1930,981,1342,115,531,115,929,821,287,514,180,966,707,1101,169,1043,661,125,691,125,1685,2479,636,276,60,1050,542,60,390,409,233,236,547,
20-Sep,70,,,,328,55,55,1700,53,1280,294,73,458,1500,42,33,938,47,1040,874,1060,1930,224,46,471,2065,1002,251,412,531,115,921,1542,346,514,120,980,661,969,146,1028,740,526,834,848,233,2490,599,220,60,615,225,60,375,396,232,612,233,
21-Sep,70,,,,1040,56,1550,1220,51,1330,162,73,2120,1260,38,34,810,41,642,905,921,1460,217,696,624,2247,946,14,412,454,115,954,1401,287,696,120,929,625,228,146,1223,678,371,2051,613,232,2462,754,223,125,224,417,78,394,434,235,234,234,
22-Sep,1470,,,,60,56,897,914,51,1420,51,74,1790,1300,91,37,70,38,193,1070,505,1610,1060,972,732,2248,294,14,542,453,115,56,56,217,1333,120,1054,631,228,146,1245,678,125,1250,125,1491,2515,824,222,379,1112,419,60,496,544,236,422,235,
23-Sep,1920,,,,59,55,124,1540,51,60,1260,74,1390,1360,43,37,943,47,213,331,179,70,598,671,668,1170,121,638,483,454,115,352,56,228,761,395,1014,395,1130,710,248,678,125,735,125,594,2513,749,594,126,1273,418,60,543,231,240,622,235,
24-Sep,2080,,,,818,57,848,56,51,56,1360,75,1150,1220,42,115,931,37,214,259,163,1860,55,720,601,802,127,234,483,471,115,301,56,298,731,168,496,395,1226,954,125,637,125,1886,207,0,2492,537,220,563,1234,428,60,491,494,184,235,299,
25-Sep,2920,,,,1920,78,435,54,51,877,315,75,954,692,932,41,2218,37,425,52,919,1810,47,616,162,507,174,287,341,601,56,1430,56,238,754,297,538,586,1077,1019,125,371,125,1534,328,0,1401,282,221,656,694,418,319,224,678,60,235,227,
26-Sep,2960,,,,1090,89,200,508,370,1060,273,75,389,348,469,325,1180,37,86,419,390,1870,46,187,56,1045,192,707,507,530,56,879,56,276,459,179,952,582,1257,723,125,309,678,187,125,0,2328,1733,223,229,1231,547,60,228,631,60,235,606,
27-Sep,977,,,,1220,89,1310,342,1410,1220,312,75,145,665,617,625,1008,37,785,1210,669,1950,46,48,678,1047,221,507,471,352,115,998,56,238,392,416,914,471,1111,454,985,657,125,248,125,0,1704,1059,223,559,577,302,60,234,646,177,611,228,
28-Sep,738,,,,1010,91,57,733,603,1320,55,75,51,1580,342,700,40,38,542,182,747,1960,46,1210,606,1041,145,14,471,571,109,968,514,340,682,359,963,549,417,454,1040,677,125,125,535,356,1890,851,221,378,225,1061,60,299,630,232,234,267,
